word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	Sum of labels
kaatuminen	0	1	0	0	0	1	0	1	0	0	3
kaava	1	0	0	0	0	0	0	0	0	1	2
kaavio	0	0	0	0	0	0	0	0	0	1	1
kadota	0	0	0	0	0	1	0	0	0	0	1
kadotettu	0	1	0	0	0	0	0	1	0	0	2
kadottaa	0	1	1	0	1	1	0	1	1	0	6
kadotus	0	1	1	0	0	1	0	1	0	0	4
kahakka	0	1	1	0	0	0	0	0	0	0	2
kahjo	0	1	1	0	0	1	0	0	0	0	3
kahlehtia	0	1	1	1	1	1	0	1	0	0	6
kahtiajako	0	1	0	0	0	0	0	0	0	0	1
kahvila	1	0	0	0	0	0	0	0	0	0	1
kaihi	0	1	0	1	0	1	0	1	0	0	4
kaihoisa	0	0	0	1	0	0	0	0	0	0	1
kaikkitietävä	1	0	0	0	0	0	0	0	0	1	2
kaikkivaltias	1	0	0	0	0	0	0	0	0	0	1
kaikkivaltius	1	1	0	0	0	1	0	0	0	0	3
kaino	0	0	0	0	0	1	0	0	0	0	1
kaipaus	0	0	0	1	0	0	0	1	0	0	2
kaipuu	1	1	0	1	0	0	1	0	0	1	5
kaistale	0	1	0	0	0	0	0	1	0	0	2
kaivanto	0	1	0	1	0	0	0	0	1	0	3
kakofonia	0	1	1	0	1	0	0	0	0	0	3
kaksikielinen	1	0	0	0	0	0	0	0	0	0	1
kaksimielinen	0	1	0	0	0	0	0	0	0	0	1
kaksinaamaisuus	0	1	1	0	0	0	0	0	0	0	2
kaksintaistelu	0	0	1	1	0	1	0	0	0	0	3
kaksivuotinen	0	0	0	1	0	0	0	0	0	0	1
kalkkarokäärme	0	0	0	0	0	1	0	0	0	0	1
kallioperä	1	0	0	0	0	0	0	0	0	1	2
kallisarvoinen	1	0	0	1	0	0	1	0	1	0	4
kallistaa	1	0	0	0	0	0	0	0	0	1	2
kalpea	0	1	0	0	0	1	0	1	0	0	3
kaltainen	0	0	0	0	0	0	0	0	0	1	1
kalteva	0	0	0	0	0	0	0	0	0	1	1
kalustamaton	0	1	0	0	0	0	0	0	0	0	1
kamala	0	1	1	0	1	1	0	0	0	0	4
kamalan	0	1	0	0	1	1	0	1	1	0	5
kamara	0	0	0	0	0	0	0	0	0	1	1
kammottava	0	1	1	0	1	1	0	1	0	0	5
kampanjointi	0	1	1	0	0	1	0	0	0	0	3
kampela	0	1	0	0	0	1	0	1	0	0	3
kampi	0	1	0	0	0	0	0	0	0	0	1
kana	0	0	0	0	0	1	0	0	0	0	1
kanarialintu	1	0	0	0	0	0	0	0	0	0	1
kandidaatin arvo	1	0	0	0	0	0	0	0	0	0	1
kangaspuut	0	1	0	1	0	1	0	0	0	0	3
kannatinpalkki	1	0	0	0	0	0	0	0	0	1	2
kannattamaton	0	1	0	0	0	0	0	0	0	0	1
kannatus	1	0	0	0	0	0	0	0	0	1	2
kannekelpoinen	0	1	1	0	1	0	0	0	0	0	3
kannella	0	1	1	0	0	0	0	1	0	0	3
kannettava	1	0	0	0	0	0	0	0	0	0	1
kannibaali	0	1	0	0	1	1	0	0	0	0	3
kannibalismi	0	1	0	0	1	0	0	0	0	0	2
kannustaa	0	0	0	0	0	1	0	0	0	0	1
kansakunta	0	0	0	0	0	0	0	0	0	1	1
kansalainen	1	0	0	0	0	0	0	0	0	0	1
kansanedustaja	0	0	0	0	0	0	0	0	0	1	1
kansankiihotus	0	1	1	0	0	0	0	1	0	0	3
kansannousu	0	1	1	1	0	1	0	0	0	0	4
kansi	0	0	0	0	0	0	0	0	0	1	1
kansleri	0	0	0	0	0	0	0	0	0	1	1
kanssakäyminen	1	0	0	0	0	0	0	0	0	0	1
kantaja	0	1	0	0	0	0	0	0	0	0	1
kantava voima	1	0	0	0	0	0	0	0	0	1	2
kanttiini	1	0	0	0	0	0	0	0	0	0	1
kaoottinen	0	1	1	0	0	0	0	0	0	0	2
kapina	0	0	1	0	1	1	0	0	0	0	3
kapinallinen	0	1	1	0	0	1	0	0	0	0	3
kapitalisti	1	0	0	0	0	0	0	0	0	0	1
kappalainen	0	0	0	0	0	0	0	0	0	1	1
kapteeni	1	0	0	0	0	0	0	0	0	0	1
karannut	0	0	0	0	0	1	0	0	0	0	1
karanteeni	0	0	0	0	0	1	0	0	0	0	1
karata	0	0	0	0	0	1	0	0	0	0	1
kardiomyopatia	0	1	0	0	0	1	0	1	0	0	3
karhea	0	1	1	0	1	0	0	0	0	0	3
karheus	0	1	0	0	0	0	0	0	0	0	1
karhu	0	0	1	0	0	1	0	0	0	0	2
karhumainen	0	0	1	0	0	1	0	0	0	0	2
karhunpalvelus	0	1	1	0	1	0	0	1	0	0	4
karies	0	1	0	0	1	0	0	0	0	0	2
karikatyyri	0	1	0	0	0	0	0	0	0	0	1
karille	0	1	0	0	0	0	0	0	0	0	1
karkaaminen	0	1	0	0	0	0	0	0	0	0	1
karkaistu	0	1	1	0	1	1	0	0	0	0	4
karkote	0	1	0	0	1	1	0	0	0	0	3
karkottaa	0	1	0	0	0	1	0	1	0	0	3
karkottaa maasta	0	1	1	0	1	1	0	1	0	0	5
karkotti	0	1	1	0	0	1	0	1	0	0	4
karkotus	0	1	1	0	0	1	0	1	0	0	4
karkuri	0	1	1	0	1	1	0	1	0	1	6
karmea	0	1	0	0	1	0	0	0	0	0	2
kartelli	0	1	0	0	0	0	0	0	0	0	1
karttaa	0	1	1	0	1	0	0	1	0	0	4
karu	0	1	0	0	0	0	0	0	0	0	1
karvaasti	0	1	1	0	1	0	0	1	0	0	4
karvainen	0	1	0	0	1	0	0	0	0	0	2
kassanhoitaja	0	0	0	0	0	0	0	0	0	1	1
kastanjanruskea	0	1	0	0	0	0	0	0	0	0	1
kaste	1	0	0	0	0	0	0	0	0	0	1
kaste-	1	0	0	0	0	0	1	0	0	0	2
kasti	0	1	0	0	0	0	0	0	0	0	1
kasvaa	1	0	0	1	0	0	1	0	0	1	4
kasvain	0	1	0	0	0	1	0	0	0	0	2
kasvu	1	0	0	0	0	0	0	0	0	0	1
katastrofi	0	1	1	0	1	1	0	1	1	0	6
kateellinen	0	1	0	0	0	0	0	0	0	0	1
kategorinen	1	0	0	0	0	0	0	0	0	0	1
katekismus	0	0	0	0	1	0	0	0	0	0	1
katetri	0	1	0	0	0	0	0	0	0	0	1
katkaista	0	1	0	0	0	0	0	1	0	0	2
katkaisu	0	1	0	0	0	0	0	0	0	0	1
katkeaminen	0	0	0	0	0	0	0	1	0	0	1
katkera arvostelu	0	1	1	0	1	0	0	0	0	0	3
katkeruus	0	1	1	0	1	0	0	1	0	0	4
katkonaisuus	0	1	0	0	1	1	0	1	0	0	4
katosi	0	1	0	0	0	1	0	1	1	0	4
katsella	0	0	0	1	0	1	0	0	0	0	2
kattava	1	0	0	0	0	0	0	0	0	0	1
katua	1	0	0	0	0	1	0	0	0	0	2
katumus	0	1	0	0	0	0	0	1	0	0	2
kauhea	0	1	1	0	1	1	0	1	0	0	5
kauhistunut jstk	0	1	0	0	1	1	0	0	1	0	4
kauhistuttava	0	1	0	0	1	1	0	0	0	0	3
kauhu	0	1	1	0	1	1	0	1	1	0	6
kauhuissaan	0	1	0	0	0	1	0	0	0	0	2
kauhukuva	0	0	0	0	0	1	0	0	1	0	2
kauhut	0	1	0	0	0	1	0	1	0	0	3
kaukokatseisuus	1	0	0	1	0	0	0	0	0	1	3
kauna	0	1	1	0	0	0	0	0	0	0	2
kauneus	1	0	0	0	0	0	1	0	0	0	2
kauneusvirhe	0	1	0	0	0	0	0	1	0	0	2
kaunis	1	0	0	0	0	0	1	0	0	0	2
kaunistaa	1	0	0	0	0	0	1	0	0	0	2
kaunistamiseen	1	0	0	0	0	0	1	0	0	1	3
kaunopuheinen	1	0	0	0	0	0	0	0	0	0	1
kaupankäynti	0	0	0	0	0	0	0	0	0	1	1
kauppasaarto	0	1	0	0	0	0	0	0	0	0	1
kauppias	0	0	0	0	0	0	0	0	0	1	1
kaupustelija	0	0	0	0	0	0	0	0	0	1	1
kauttaaltaan	1	0	0	0	0	0	0	0	0	0	1
kauttaviiva	0	0	1	0	0	0	0	0	0	0	1
kavala	0	1	0	0	0	0	0	0	0	1	2
kavallus	0	1	0	0	0	0	0	0	0	0	1
kaveri	1	0	0	1	0	0	1	0	0	1	4
kehittymätön	0	1	0	1	0	0	0	0	0	0	2
kehittynyt	1	0	0	0	0	0	0	0	0	0	1
kehittyvä	0	1	0	1	0	0	0	0	0	0	2
kehittää	1	0	0	1	0	0	0	0	0	0	2
kehitysvammainen	0	1	0	0	1	1	0	1	0	0	4
kehottaa	1	0	0	0	0	0	0	0	0	0	1
kehotus	1	0	0	0	0	0	0	0	0	0	1
kehrätä	1	0	0	0	0	0	1	0	0	1	3
kehto	1	0	0	1	0	0	1	0	0	1	4
kehua	1	0	0	0	0	0	1	0	0	1	3
kehui	1	0	0	0	0	0	1	0	0	0	2
kehuskelevan	0	1	0	0	0	0	0	0	0	0	1
kehuttu	1	0	0	0	0	0	0	0	0	0	1
keidas	1	0	0	1	0	0	1	0	0	1	4
keihäs	0	1	1	1	0	1	0	0	0	0	4
keiju	0	1	0	0	0	1	0	0	0	0	2
keijukainen	0	0	1	0	1	1	0	0	0	0	3
keikahtaa	0	1	0	0	0	0	0	0	0	0	1
keikari	0	1	0	0	1	0	0	0	0	0	2
keinotteleva	0	0	0	1	0	0	0	0	0	0	1
keinottelu	0	1	0	0	0	1	0	1	0	0	3
keitto	1	0	0	0	0	0	0	0	0	0	1
kekseliäs	1	0	0	0	0	0	0	0	0	0	1
keksijä	1	0	0	0	0	0	0	0	0	0	1
kellanruskea	0	0	0	0	1	0	0	0	0	0	1
kello	0	0	0	1	0	0	0	0	0	0	1
keltaiset	0	1	0	0	0	0	0	0	0	0	1
keltatauti	0	1	0	0	0	1	0	0	0	0	2
kelvoton	0	1	0	0	1	0	0	0	0	0	2
kemisti	1	0	0	0	0	0	0	0	0	1	2
ken	1	0	0	0	0	0	0	0	0	0	1
kennel	0	0	0	0	0	0	0	1	0	0	1
kenties	0	0	0	0	0	0	0	0	1	0	1
kepponen	0	1	0	0	0	0	0	0	1	0	2
kerjäläinen	0	1	0	0	0	0	0	1	0	0	2
kerjätä	0	1	0	0	0	0	0	1	0	0	2
kerjäämässä	0	1	0	0	0	0	0	0	0	0	1
kerma	1	0	0	1	0	0	1	0	1	0	4
kern	0	1	0	0	0	0	0	0	0	0	1
kerosiini	0	0	0	0	0	1	0	0	0	0	1
kerros	1	0	0	0	0	0	0	0	0	0	1
kerskailla	0	1	0	0	0	0	0	0	0	0	1
kertosäe	1	0	0	0	0	0	0	0	0	0	1
kesanto-	0	1	0	0	0	0	0	0	0	0	1
keskeneräinen	0	1	0	0	0	0	0	0	0	0	1
keskenmeno	0	1	0	0	0	1	0	1	0	0	3
keskeytetty	0	1	0	0	0	0	0	1	0	0	2
keskeyttää	0	1	1	0	0	0	0	0	1	0	3
keskinkertainen	0	1	0	0	0	0	0	0	0	0	1
keskinkertaisuus	0	1	0	0	0	0	0	0	0	0	1
keskinäinen	1	0	0	0	0	0	0	0	0	0	1
keskus	1	0	0	0	0	0	0	0	0	1	2
keskustelu	1	0	0	0	0	0	0	0	0	0	1
kestämätön	0	1	0	0	0	0	0	0	0	0	1
kestävyys	1	0	0	0	0	0	0	0	0	0	1
kestävä	1	0	0	0	0	0	0	0	0	1	2
kestää	1	0	0	1	0	1	0	0	0	0	3
kesyttämätön	0	1	0	0	0	0	0	0	0	0	1
ketteryys	1	0	0	0	0	0	0	0	0	0	1
ketterä	1	0	0	0	0	0	0	0	0	0	1
keuhkokuume	0	1	0	0	0	1	0	0	0	0	2
kevytmielinen	0	1	0	0	0	0	0	0	0	0	1
keväinen	1	0	0	0	0	0	1	0	0	0	2
kiduttaa	0	1	1	1	1	1	0	1	0	0	6
kiehua	0	1	0	0	1	0	0	0	0	0	2
kielioppi	0	0	0	0	0	0	0	0	0	1	1
kielitieteilijä	1	0	0	0	0	0	0	0	0	1	2
kielletty	0	1	1	0	1	1	0	0	0	0	4
kielto	0	1	0	0	0	0	0	0	0	0	1
kieltolaki	0	1	0	0	0	0	0	0	0	0	1
kieltäminen	0	1	0	0	0	0	0	0	0	0	1
kieltämätön	1	0	0	0	0	0	0	0	0	1	2
kieltävä	0	1	0	1	0	0	0	0	0	0	2
kieltäytyi	0	1	0	0	0	0	0	1	0	0	2
kieltäytyä	0	1	0	0	0	0	0	0	0	0	1
kieltää	0	1	1	0	0	0	0	0	0	0	2
kiemurtelu	0	1	0	0	1	0	0	0	0	0	2
kieroutunut	0	1	1	0	1	1	0	0	0	0	4
kierrätetty	0	1	0	0	0	0	0	0	0	0	1
kiertyminen	0	1	1	0	0	0	0	0	0	0	2
kiertäminen	1	1	0	0	0	0	0	0	0	0	2
kiertää	1	1	0	0	0	0	0	0	0	0	2
kietoutuminen	0	1	0	0	0	0	0	0	0	0	1
kietoutunut	0	1	1	0	1	1	0	1	0	0	5
kihara	1	0	0	0	0	0	0	0	0	0	1
kihlattu	1	0	0	1	0	0	1	0	0	1	4
kihloissa	1	0	0	1	0	0	1	0	0	1	4
kihti	0	1	0	0	0	0	0	0	0	0	1
kiihdyttää	0	0	0	1	0	0	0	0	0	0	1
kiihkeys	1	0	1	0	0	0	1	0	0	0	3
kiihkeä	1	0	0	1	0	0	1	0	0	0	3
kiihko	1	0	0	0	0	0	0	0	0	0	1
kiihkoileva	0	1	1	0	1	1	0	1	0	0	5
kiihkoilija	0	1	1	0	1	1	0	0	0	0	4
kiihkoton	0	1	0	0	0	0	0	1	0	0	2
kiihottaa	1	0	1	1	0	1	1	0	1	0	6
kiihtymys	1	0	1	1	0	1	1	0	1	0	6
kiihtynyt	0	1	1	0	0	0	0	0	0	0	2
kiikkerä	0	1	0	0	0	0	0	0	0	0	1
kiila	0	0	0	0	0	0	0	0	0	1	1
kiillotettu	1	0	0	0	0	0	0	0	0	0	1
kiillottaa	1	0	0	0	0	0	0	0	0	0	1
kiilto	1	0	0	0	0	0	1	0	0	0	2
kiilto-	1	0	0	0	0	0	0	0	0	0	1
kiiltävä	1	0	0	0	0	0	0	0	0	0	1
kiinni	0	0	0	0	0	0	0	0	0	1	1
kiinnityksen haltija	0	0	0	0	0	0	0	0	0	1	1
kiinnitys	0	0	0	0	0	1	0	0	0	0	1
kiinnitysköydet	0	0	0	0	0	0	0	0	0	1	1
kiinnostaa	1	0	0	0	0	0	0	0	0	0	1
kiinnostamaton	0	1	0	0	0	0	0	1	0	0	2
kiinnostunut	1	0	0	0	1	0	0	1	0	0	3
kiinteys	1	0	0	0	0	0	0	0	0	1	2
kiinteä	0	0	0	0	0	0	0	0	0	1	1
kiintoisa	1	0	0	0	0	0	0	0	0	0	1
kiintymys	1	0	0	0	0	0	1	0	0	0	2
kiipeli	0	1	0	0	0	1	0	0	0	0	2
kiirastuli	0	1	0	0	1	1	0	0	0	0	3
kiire	0	0	0	1	0	0	0	0	0	0	1
kiireellinen	0	1	0	1	0	1	0	0	1	0	4
kiireellisyys	0	0	0	1	0	1	0	0	1	0	3
kiista	0	1	0	0	0	0	0	0	0	0	1
kiistanalainen	0	1	1	0	0	0	0	0	0	0	2
kiistaton	1	0	0	0	0	0	0	0	0	1	2
kiistatta	1	0	0	0	0	0	0	0	0	1	2
kiistetty	0	1	1	0	1	0	0	0	0	1	4
kiistää	0	1	0	0	0	0	0	0	0	0	1
kiitettävä	1	0	0	1	0	0	1	0	1	1	5
kiitollinen	1	0	0	0	0	0	1	0	0	0	2
kiitollisuudenvelassa	0	1	0	0	0	0	0	0	0	0	1
kiitollisuus	1	0	0	0	0	0	1	0	0	0	2
kiitospäivä	1	0	0	0	0	0	1	0	0	0	2
kiittämätön	0	1	1	0	1	0	0	0	0	0	3
kiittää	1	0	0	0	0	0	0	0	0	0	1
kiivas	0	1	1	0	0	1	0	0	0	0	3
kikatus	1	0	0	0	0	0	1	0	0	0	2
kilpailu	0	1	0	1	0	0	0	0	0	0	2
kiltteys	1	0	0	0	0	0	0	0	0	0	1
kimallus	0	0	0	0	1	0	1	0	0	0	2
kimeä	0	1	1	0	0	1	0	0	1	0	4
kimmoisa	1	0	0	0	0	0	0	0	0	0	1
kina	0	1	1	0	1	1	0	1	0	0	5
kinastelu	0	1	1	0	1	0	0	0	0	0	3
kiniini	1	0	0	0	0	0	0	0	0	0	1
kipeä	0	1	0	0	0	0	0	1	0	0	2
kipeästi	0	1	0	0	0	0	0	1	0	0	2
kipittää	0	1	1	0	0	0	0	0	0	0	2
kipu	0	1	0	0	0	1	0	1	0	0	3
kireä	0	1	1	0	0	0	0	0	0	0	2
kiristys	0	1	1	0	0	1	0	0	0	0	3
kiristäminen	0	1	1	0	1	1	0	1	0	0	5
kiristää	0	0	1	0	0	0	0	0	0	0	1
kirjailija	1	0	0	0	0	0	0	0	0	1	2
kirjakauppa	1	0	0	0	0	0	0	0	0	0	1
kirjanpitäjä	0	0	0	0	0	0	0	0	0	1	1
kirjasto	1	0	0	0	0	0	0	0	0	0	1
kirjaviisas	1	0	0	0	0	0	0	0	0	0	1
kirje	0	0	0	1	0	0	0	0	0	0	1
kirjeenvaihto	1	0	0	1	0	0	0	0	0	0	2
kirjoittaja	1	0	0	0	0	0	0	0	0	0	1
kirjoittautua	0	0	0	1	0	0	0	0	0	1	2
kirjoitusten	0	0	0	0	0	0	0	0	0	1	1
kirjuri	1	0	0	0	0	0	0	0	0	0	1
kirkastaa	1	0	0	0	0	0	1	0	1	1	4
kirkkaus	1	0	0	0	0	0	0	0	0	0	1
kirkko	1	0	0	1	0	0	1	0	0	1	4
kirkkoherra	1	0	0	0	0	0	0	0	0	1	2
kirkolliskokous	1	0	0	0	0	0	0	0	0	1	2
kiljua	0	1	1	0	0	1	0	1	1	0	5
kirkua	0	1	0	0	0	1	0	0	1	0	3
kirkuva	0	1	1	0	1	1	0	0	0	0	4
kirottu	0	1	1	0	0	1	0	1	0	0	4
kirous	0	1	1	0	1	1	0	1	0	0	5
kirppu	0	1	0	0	1	0	0	0	0	0	2
kirsikka	1	0	0	0	0	0	0	0	0	0	1
kirva	0	1	0	0	1	0	0	0	0	0	2
kissanpentu	1	0	0	0	0	0	1	0	0	1	3
kisälli	0	0	0	0	0	0	0	0	0	1	1
kitistä	0	1	0	0	1	0	0	1	0	0	3
kitka	0	0	1	0	0	0	0	0	0	0	1
kitukasvuinen	0	1	0	0	0	0	0	0	0	0	1
kiusa	0	1	1	0	0	0	0	0	0	0	2
kiusaaja	0	1	1	0	1	1	0	0	0	0	4
kiusallinen	0	1	0	0	0	0	0	0	0	0	1
kiusallisuus	0	1	0	0	1	0	0	0	0	0	2
kiusanteko	0	1	1	0	0	1	0	0	0	0	3
kiusata	0	1	1	0	0	1	0	1	0	0	4
kiva	1	0	0	0	0	0	1	0	0	1	3
kivi	0	1	1	0	0	0	0	0	0	0	2
kivimurska	0	1	0	0	0	1	0	1	0	0	3
kivut	0	1	0	0	0	0	0	0	0	0	1
kivääri	0	1	1	0	0	1	0	0	0	0	3
klaani	0	0	0	0	0	0	0	0	0	1	1
klassikoita	1	0	0	0	0	0	1	0	0	0	2
klassinen	1	0	0	0	0	0	0	0	0	0	1
kliimaksi	1	0	0	1	0	0	1	0	1	1	5
kloroformi	0	1	0	0	0	0	0	0	0	0	1
koalitio	1	0	0	0	0	0	0	0	0	0	1
kobra	0	0	0	0	0	1	0	0	0	0	1
kodikas	1	0	0	0	0	0	0	0	0	0	1
koditon	0	1	1	0	0	1	0	1	0	0	4
koeaika	0	0	0	1	0	1	0	1	0	0	3
koepala	0	1	0	0	0	1	0	0	0	0	2
koetelleet	0	1	0	0	0	0	0	0	0	0	1
koettelemus	0	1	1	0	0	0	0	0	1	0	3
kognitiivinen	1	0	0	0	0	0	0	0	0	0	1
kohdata	0	0	1	0	0	0	0	0	0	0	1
kohdella	1	1	1	1	1	1	1	1	1	1	10
koheesio	0	0	0	0	0	0	0	0	0	1	1
kohennus	1	0	0	0	0	0	0	0	0	0	1
kohentaa	1	0	0	1	0	0	1	0	0	1	4
kohottaa	1	0	0	1	0	0	1	0	0	1	4
kohouma	1	0	0	0	0	0	0	0	0	1	2
kohtalainen	1	0	0	0	0	0	0	0	0	0	1
kohtalo	0	1	0	1	0	0	0	0	0	0	2
kohtalokas	0	1	1	0	0	1	0	1	0	0	4
kohteliaisuus	1	0	0	1	0	0	1	0	1	1	5
kohtelias	1	0	0	0	0	0	0	0	0	0	1
kohtu	1	0	0	0	0	0	0	0	0	0	1
kohtuuton	0	1	0	0	1	0	0	0	0	0	2
kohu	0	1	0	0	0	0	0	0	0	0	1
koitua	0	1	0	0	0	0	0	0	0	0	1
koivu	0	1	1	0	1	1	0	0	0	0	4
kojootti	0	0	0	0	0	1	0	0	0	0	1
kokaiini	0	1	0	0	0	0	0	1	0	0	2
kokeilu	0	1	1	0	0	0	0	0	0	0	2
kokematon	0	1	0	0	0	0	0	0	0	0	1
kokemattomuus	0	1	0	0	0	0	0	0	0	0	1
kokenut	1	0	0	0	0	0	0	0	0	1	2
kokoonpano	1	0	0	0	0	0	0	0	0	1	2
kokoonpanossa	1	0	0	0	0	0	0	0	0	0	1
kolea	0	1	0	0	0	0	0	0	0	0	1
kolera	0	1	0	0	1	1	0	1	0	0	4
kolhiintunut	0	1	0	0	0	1	0	1	0	0	3
koliikki	0	1	0	0	0	0	0	0	0	0	1
kolkko	0	1	0	0	0	0	0	1	0	0	2
kollektiivisesti	1	0	0	0	0	0	0	0	0	1	2
kolmastoista	0	0	0	0	0	1	0	0	0	0	1
komendantti	1	0	0	0	0	0	0	0	0	1	2
komentava	1	0	0	0	0	0	0	0	0	1	2
komeus	1	0	0	1	0	0	1	0	0	1	4
kommentaattori	1	0	0	0	0	0	0	0	0	0	1
kommodori	1	0	0	0	0	0	0	0	0	1	2
kommunikatiivinen	1	0	0	0	0	0	0	0	0	0	1
kommunismi	0	1	1	0	0	1	0	1	0	0	4
kommunistinen	0	1	0	0	0	0	0	0	0	0	1
kompakti	0	0	0	0	0	0	0	0	0	1	1
kompassi	0	0	0	0	0	0	0	0	0	1	1
kompastella	0	1	0	0	0	0	0	0	0	0	1
kompleksoituna	0	1	0	0	0	0	0	0	0	0	1
komplikaatio	0	1	0	0	0	0	0	0	0	0	1
komposti	0	1	0	0	1	0	0	0	0	0	2
kone	0	0	0	0	0	0	0	0	0	1	1
konflikti	0	1	1	0	0	1	0	1	0	0	4
kongressi	0	0	0	0	1	0	0	0	0	1	2
kongruenssi	1	0	0	0	0	0	0	0	0	1	2
konkordanssi	1	0	0	0	0	0	0	0	0	1	2
konkurssi	0	1	1	0	1	1	0	1	0	0	5
konkurssiin	0	1	0	0	0	1	0	1	0	0	3
konna	0	1	0	0	0	1	0	0	0	0	2
konsoli	1	0	0	0	0	0	0	1	0	0	2
konsonantti	1	0	0	0	0	0	0	0	0	0	1
konsuli	0	0	0	0	0	0	0	0	0	1	1
konsultoida	0	0	0	0	0	0	0	0	0	1	1
kontrolloimaton	0	1	0	0	0	0	0	0	0	0	1
kooma	0	1	0	0	0	1	0	1	0	0	3
koordinointia	1	0	0	1	0	0	1	0	0	1	4
kopea	0	1	1	0	0	0	0	0	0	0	2
kopio	0	1	0	0	0	0	0	0	0	0	1
koripallo	1	0	0	1	0	0	1	0	0	0	3
koristeellinen	1	0	0	0	0	0	0	0	0	0	1
koristeltu	0	1	0	0	0	0	0	0	0	0	1
koristeltua	1	0	0	0	0	0	0	0	0	0	1
korjaamaton	0	1	0	0	0	1	0	1	0	0	3
korjaava	1	0	0	0	0	0	0	0	0	0	1
korjata	1	0	0	0	0	0	0	0	0	0	1
korjaukset	1	0	0	0	0	0	0	0	0	0	1
korjaus	0	1	0	0	0	0	0	0	0	0	1
korkeimmat	1	1	0	1	0	1	1	0	1	0	6
korkein	1	0	0	1	0	0	0	0	0	1	3
korkeus	1	0	0	1	0	1	1	0	0	1	5
korkki	0	0	0	1	0	0	0	0	0	1	2
korko	0	1	0	0	0	0	0	0	0	0	1
koronkiskonta	0	1	0	0	0	0	0	0	0	0	1
korostaa	1	0	0	0	0	0	0	0	0	0	1
korottaa	1	0	0	1	0	0	1	0	0	1	4
korppikotka	0	1	0	0	1	1	0	0	0	0	3
korrektius	0	0	0	0	0	0	0	0	0	1	1
korroosio	0	1	0	0	0	0	0	0	0	0	1
korruptio	0	1	0	0	1	0	0	0	0	0	2
koruton	0	1	0	0	0	0	0	0	0	0	1
korvaamaton	1	0	0	0	0	0	0	0	0	0	1
korvaava	1	0	0	0	0	0	0	0	0	0	1
korvata	1	0	0	0	0	0	0	0	0	0	1
korvaus	1	0	0	0	0	0	0	0	0	1	2
korvike-	0	0	0	0	0	0	0	0	0	1	1
kosiskelu	1	0	0	1	0	0	1	0	0	1	4
koskematon	1	0	0	0	0	0	0	0	0	0	1
kosmopoliittinen	1	0	0	0	0	0	0	0	0	1	2
kostaa	0	1	1	0	0	0	0	0	0	0	2
kostaja	0	1	1	0	0	0	0	0	0	0	2
kostea	0	0	0	0	1	0	0	0	0	0	1
kosto	0	1	1	1	0	1	0	0	1	0	5
kostonhimoinen	0	1	1	0	0	1	0	0	0	0	3
vainottu	0	1	1	0	1	1	0	1	1	0	6
kota	1	0	0	0	0	0	0	1	0	0	2
kotiikävä	0	1	0	0	0	0	0	1	0	0	2
kotiopettajatar	0	0	0	0	0	0	0	0	0	1	1
kotitalous	1	0	0	0	0	0	0	0	0	0	1
kotitehtävät	0	0	0	0	0	1	0	0	0	0	1
kotka	0	0	0	0	0	0	0	0	0	1	1
kottikärryt	0	0	0	0	1	0	0	0	0	0	1
koukussa	0	1	0	0	0	0	0	0	0	0	1
koulu	0	0	0	0	0	0	0	0	0	1	1
koulukiusaaja	0	1	1	0	0	1	0	0	0	0	3
kouluttaa	1	0	0	0	0	0	0	0	0	0	1
kouluttaja	0	0	0	0	0	0	0	0	0	1	1
kouluttamaton	0	1	0	0	0	0	0	1	0	0	2
koulutus-	1	0	0	0	0	0	0	0	0	1	2
kourissa	1	0	0	0	0	0	0	0	0	0	1
kouristus	0	1	0	0	0	1	0	0	0	0	2
kourutaltta	0	1	0	0	0	0	0	0	0	0	1
kova	0	1	0	0	0	0	0	1	0	0	2
kovuus	0	1	0	0	0	0	0	0	0	0	1
kramppi	0	1	0	1	0	0	0	0	0	0	2
kranaatti	0	1	0	0	0	1	0	0	0	0	2
kranttu	0	1	0	0	1	0	0	0	0	0	2
kreivitär	1	0	0	0	0	0	0	0	0	0	1
kriisi	0	1	0	0	0	0	0	0	0	0	1
kriitikko	0	1	0	0	0	0	0	0	0	0	1
kristalli	1	0	0	0	0	0	0	0	0	0	1
kritiikki	0	1	1	0	0	0	0	1	0	0	3
kritisoida	0	1	1	0	1	1	0	1	0	0	5
krokotiili	0	0	0	0	0	1	0	0	0	0	1
kronikka	1	0	0	0	0	0	0	0	0	1	2
krooninen	0	1	0	0	0	0	0	1	0	0	2
kruunajaiset	1	0	0	0	0	0	1	0	0	1	3
kruunaus	1	0	0	1	0	0	1	0	1	1	5
krypta	0	1	0	0	0	1	0	1	0	0	3
kuihtua	0	1	0	0	0	0	0	1	0	0	2
kuikka	0	1	0	0	1	0	0	0	0	0	2
kuilu	0	0	0	0	0	1	0	0	0	0	1
kuin taivaan lahja	1	0	0	0	0	0	1	0	1	0	3
kuittaamattomat	0	0	0	0	0	0	0	1	0	0	1
roskata	0	1	0	0	0	0	0	0	0	0	1
kuivuus	0	1	0	0	0	0	0	0	0	0	1
kukallinen	1	0	0	0	0	0	0	0	0	0	1
kukinta	1	0	0	1	0	0	1	0	0	1	4
kukistaa	1	0	0	0	0	0	0	0	0	0	1
kukistettu	0	1	0	0	0	0	0	1	0	0	2
kukka	1	0	0	0	0	0	1	0	0	0	2
